CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate
K148 LIMITED,10938893,,,CHARLOTTE HOUSE,500 CHARLOTTE ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S2 4ER,Private Limited Company,Active,United Kingdom,NA,30/08/2017,30,6,31/03/2021,30/06/2019,TOTAL EXEMPTION FULL,27/09/2018,,2,2,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10938893,,,,,,,,,,,,,,,,,,,,,12/09/2020,29/08/2019
COPLEY AUTOMOTIVE LIMITED,11340899,,,45 HIGH STREET,,HAVERFORDWEST,PEMBROKESHIRE,WALES,SA61 2BP,Private Limited Company,Active,United Kingdom,NA,02/05/2018,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,30/05/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11340899,,,,,,,,,,,,,,,,,,,,,15/05/2020,01/05/2019
PEGASUS PLANNING CONSULTANCY LIMITED,12392388,,,398 COAST ROAD,,PEVENSEY BAY,EAST SUSSEX,ENGLAND,BN24 6NY,Private Limited Company,Active,United Kingdom,NA,08/01/2020,31,1,08/10/2021,,NO ACCOUNTS FILED,05/02/2021,,0,0,0,0,71112 - Urban planning and landscape architectural activities,,,,0,0,http://business.data.gov.uk/id/company/12392388,,,,,,,,,,,,,,,,,,,,,21/01/2021,
RIGHT ANGLE MANAGEMENT LIMITED,05638537,,,HEDGE END 13 PINFOLD GREEN,STAVELEY,KNARESBOROUGH,NORTH YORKSHIRE,,HG5 9LR,Private Limited Company,Active,United Kingdom,NA,29/11/2005,31,3,31/12/2020,31/03/2019,UNAUDITED ABRIDGED,27/12/2016,29/11/2015,0,0,0,0,70229 - Management consultancy activities other than financial management,99999 - Dormant Company,,,0,0,http://business.data.gov.uk/id/company/05638537,,,,,,,,,,,,,,,,,,,,,13/12/2020,29/11/2019
SUNDANCE HEALTHY SOLUTIONS LTD,12529400,,,5 CROFT AVENUE,,KIDLINGTON,,ENGLAND,OX5 2HU,Private Limited Company,Active,United Kingdom,NA,23/03/2020,31,3,23/12/2021,,NO ACCOUNTS FILED,20/04/2021,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id/company/12529400,,,,,,,,,,,,,,,,,,,,,13/04/2021,30/03/2020
NET-PROPERTY.COM LIMITED,03893416,,,THE ORIEL,SYDENHAM ROAD,GUILDFORD,SURREY,,GU1 3SR,Private Limited Company,Active,United Kingdom,NA,13/12/1999,31,12,30/09/2020,31/12/2018,DORMANT,10/01/2017,13/12/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/03893416,,,,,,,,,,,,,,,,,,,,,27/12/2020,13/12/2019
THE SECRET LIGHTING COMPANY LTD,11243964,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,09/03/2018,31,5,28/02/2021,31/05/2019,,06/04/2019,,0,0,0,0,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",74100 - specialised design activities,,,0,0,http://business.data.gov.uk/id/company/11243964,,,,,,,,,,,,,,,,,,,,,22/03/2021,08/03/2020
FUNKY MAMAS LIMITED,09619377,,,6 COSTLY STREET,,IVYBRIDGE,,ENGLAND,PL21 0DB,Private Limited Company,Active,United Kingdom,NA,02/06/2015,30,6,31/03/2021,30/06/2019,,30/06/2017,29/06/2016,0,0,0,0,56290 - Other food services,,,,0,0,http://business.data.gov.uk/id/company/09619377,,,,,,,,,,,,,,,,,,,,,17/03/2021,03/03/2020
INFINITIA LIMITED,11362818,,,THE LONG LODGE 265-269,KINGSTON ROAD,WIMBLEDON,LONDON,UNITED KINGDOM,SW19 3NW,Private Limited Company,Active,United Kingdom,NA,15/05/2018,31,5,28/02/2021,31/05/2019,DORMANT,12/06/2019,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/11362818,13/08/2018,INFINITIA LTD LIMITED,,,,,,,,,,,,,,,,,,,28/05/2020,14/05/2019
FENGARI ENERGY AND SHIPPING LINES LIMITED,12491548,,,PETRONNE HOUSE,31 CHURCH STREET,DAGENHAM,,ENGLAND,RM10 9UR,Private Limited Company,Active,United Kingdom,NA,02/03/2020,31,3,02/12/2021,,NO ACCOUNTS FILED,30/03/2021,,0,0,0,0,06100 - Extraction of crude petroleum,,,,0,0,http://business.data.gov.uk/id/company/12491548,03/03/2020,FENGARI ENERGY OIL AND GAS LTD,,,,,,,,,,,,,,,,,,,15/03/2021,
PAUL THE GARDENER LIMITED,07221276,,,C/O 2ND FLOOR,56 HAMILTON SQUARE,BIRKENHEAD,MERSEYSIDE,UNITED KINGDOM,CH41 5AS,Private Limited Company,Active,United Kingdom,NA,13/04/2010,31,10,31/07/2020,31/10/2018,UNAUDITED ABRIDGED,11/05/2017,13/04/2016,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07221276,,,,,,,,,,,,,,,,,,,,,27/04/2020,13/04/2019
CKE PROPERTIES LLP,SO305572,,,24 BLYTHSWOOD SQUARE,,GLASGOW,,SCOTLAND,G2 4BG,Limited Liability Partnership,Active,United Kingdom,NA,21/12/2015,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,18/01/2017,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/SO305572,,,,,,,,,,,,,,,,,,,,,01/01/2021,18/12/2019
GLOBAÃA FOUNDATION,08064835,,,SYNERGY HOUSE 114-118,SOUTHAMPTON ROW,LONDON,,ENGLAND,WC1B 5AA,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,NA,11/05/2012,31,12,30/09/2020,31/12/2018,,08/06/2017,11/05/2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08064835,03/01/2017,SYNERGETIC FOUNDATION,19/09/2012,SYNERGETIC MANAGEMENT LIMITED,,,,,,,,,,,,,,,,,25/05/2020,11/05/2019
AGNES AND ARTHUR LIMITED,08283893,,,C/O DPC ACCOUNTANTS STONE HOUSE,55 STONE ROAD BUSINESS PARK,STOKE ON TRENT,STAFFORDSHIRE,ENGLAND,ST4 6SR,Private Limited Company,Active,United Kingdom,NA,07/11/2012,29,4,29/01/2021,29/04/2019,SMALL,05/12/2016,07/11/2015,3,1,0,2,87300 - Residential care activities for the elderly and disabled,,,,0,0,http://business.data.gov.uk/id/company/08283893,,,,,,,,,,,,,,,,,,,,,21/11/2020,07/11/2019
FCC COMMUNITIES FOUNDATION LIMITED,03368008,,,UNIT 1E,SNETTERTON BUSINESS PARK,SNETTERTON,NORFOLK,ENGLAND,NR16 2JU,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,09/05/1997,31,3,31/12/2020,31/03/2019,FULL,28/05/2017,30/04/2016,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/03368008,17/04/2019,WASTE RECYCLING ENVIRONMENTAL LIMITED,,,,,,,,,,,,,,,,,,,14/05/2020,30/04/2019
ROWLANDS CASTLE (BUILDING & DEVELOPMENTS) LTD,07936336,,,9 STRATFIELD PARK,ELETTRA AVENUE,WATERLOOVILLE,HAMPSHIRE,,PO7 7XN,Private Limited Company,Active,United Kingdom,NA,06/02/2012,24,2,24/11/2020,28/02/2019,TOTAL EXEMPTION FULL,06/03/2017,06/02/2016,0,0,0,0,41100 - Development of building projects,,,,0,0,http://business.data.gov.uk/id/company/07936336,,,,,,,,,,,,,,,,,,,,,20/02/2021,06/02/2020
LAWSON ROSE ESTATE AGENTS LIMITED,09291616,,,259 COPNOR ROAD,,PORTSMOUTH,HANTS,UNITED KINGDOM,PO3 5EE,Private Limited Company,Active,United Kingdom,NA,03/11/2014,30,11,31/08/2021,30/11/2019,TOTAL EXEMPTION FULL,01/12/2016,03/11/2015,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/09291616,,,,,,,,,,,,,,,,,,,,,17/11/2020,03/11/2019
SHINSENGUMI RISK LTD,11825861,,,192 STOCKWELL ROAD,,LONDON,,ENGLAND,SW9 9TF,Private Limited Company,Active,United Kingdom,NA,13/02/2019,28,2,13/11/2020,,NO ACCOUNTS FILED,12/03/2020,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/11825861,,,,,,,,,,,,,,,,,,,,,14/03/2020,28/02/2019
TOM THUMB GROUP LTD,09953250,,,TOM THUMB DAYCARE,30-32 NEWLANDS AVENUE,KING'S LYNN,,UNITED KINGDOM,PE30 2NJ,Private Limited Company,Active,United Kingdom,NA,15/01/2016,31,8,31/05/2020,31/08/2018,,12/02/2017,,2,2,0,0,85100 - Pre-primary education,,,,0,0,http://business.data.gov.uk/id/company/09953250,,,,,,,,,,,,,,,,,,,,,28/01/2021,14/01/2020
LENNON'S POOL AND SNOOKER LTD,11281777,,,16A STEPHENSON PLACE,,CHESTERFIELD,DERBYSHIRE,ENGLAND,S40 1XL,Private Limited Company,Active,United Kingdom,NA,28/03/2018,30,3,20/03/2020,,NO ACCOUNTS FILED,25/04/2019,,0,0,0,0,93110 - Operation of sports facilities,,,,0,0,http://business.data.gov.uk/id/company/11281777,,,,,,,,,,,,,,,,,,,,,10/04/2021,27/03/2020
ISMACO LTD,09932951,,,"50B, THE FARTHINGS",DERWENT WAY,NOTTINGHAM,,UNITED KINGDOM,NG7 2BA,Private Limited Company,Active,United Kingdom,NA,31/12/2015,31,8,31/05/2021,31/08/2019,,28/01/2017,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09932951,,,,,,,,,,,,,,,,,,,,,13/01/2021,30/12/2019
L1 TQWL LIMITED,11714651,,,UNIT D2 BROOK STREET BUSINESS CENTRE,BROOK STREET,TIPTON,WEST MIDLANDS,ENGLAND,DY4 9DD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,06/12/2018,31,12,06/09/2020,,NO ACCOUNTS FILED,03/01/2020,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11714651,,,,,,,,,,,,,,,,,,,,,19/12/2019,
SIMPLY PROPERTY DEVELOPMENTS LLP,OC351391,,,THE LAKESIDE SUITE SHRIGLEY HALL,POTT SHRIGLEY,MACCLESFIELD,CHESHIRE,ENGLAND,SK10 5SB,Limited Liability Partnership,Active,United Kingdom,NA,11/01/2010,31,8,31/05/2021,31/08/2019,TOTAL EXEMPTION FULL,08/02/2017,11/01/2016,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/OC351391,02/03/2010,MARK AND TRICIA SIMPKIN LLP,,,,,,,,,,,,,,,,,,,25/01/2021,11/01/2020
BALANCE FERTILITY LIMITED,10995267,,,WEST HILL HOUSE ALLERTON HILL,CHAPEL ALLERTON,LEEDS,,ENGLAND,LS7 3QB,Private Limited Company,Active,United Kingdom,NA,04/10/2017,29,3,29/12/2020,31/03/2019,,01/11/2018,,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/10995267,,,,,,,,,,,,,,,,,,,,,17/10/2020,03/10/2019
NEST CARE HOMES LTD,10077737,,,27 ARKWRIGHT DRIVE,,BRACKNELL,,UNITED KINGDOM,RG42 1FX,Private Limited Company,Active,United Kingdom,NA,22/03/2016,31,3,31/12/2020,31/03/2019,UNAUDITED ABRIDGED,19/04/2017,,0,0,0,0,87900 - Other residential care activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10077737,,,,,,,,,,,,,,,,,,,,,12/09/2020,29/08/2019
MATSAM COMPUTER SERVICES LTD,09044070,,,SUITE 4    2 MANNIN WAY LANCASTER BUSINESS PARK,CATON ROAD,LANCASTER,LANCS,,LA1 3SU,Private Limited Company,Active,United Kingdom,NA,16/05/2014,31,5,28/02/2021,31/05/2019,,13/06/2017,16/05/2016,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/09044070,,,,,,,,,,,,,,,,,,,,,30/05/2020,16/05/2019
AMS ACOUSTICS LIMITED,04093493,,,104 FOX LANE,LONDON,,,,N13 4AX,Private Limited Company,Active,United Kingdom,NA,16/10/2000,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,13/11/2016,16/10/2015,3,3,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/04093493,,,,,,,,,,,,,,,,,,,,,30/10/2020,16/10/2019
CHIRON BIDCO LIMITED,10397327,,,UNIT 1A-1B MILLENNIUM WAY,PRIDE PARK,DERBY,,ENGLAND,DE24 8HZ,Private Limited Company,Active,United Kingdom,NA,27/09/2016,31,3,31/12/2020,31/03/2019,FULL,25/10/2017,,1,1,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10397327,,,,,,,,,,,,,,,,,,,,,10/10/2020,26/09/2019
MYKITA SHOP LONDON LTD.,08103962,,,DEVONSHIRE HOUSE,60 GOSWELL ROAD,LONDON,,UNITED KINGDOM,EC1M 7AD,Private Limited Company,Active,United Kingdom,NA,13/06/2012,31,12,30/09/2020,30/06/2018,TOTAL EXEMPTION FULL,11/07/2017,13/06/2016,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/08103962,,,,,,,,,,,,,,,,,,,,,27/06/2020,13/06/2019
ENGINEERED COLD LIMITED,11372123,,,35 WESTGATE,,HUDDERSFIELD,,UNITED KINGDOM,HD1 1PA,Private Limited Company,Active,United Kingdom,NA,21/05/2018,31,5,21/02/2020,,NO ACCOUNTS FILED,18/06/2019,,0,0,0,0,71122 - Engineering related scientific and technical consulting activities,,,,0,0,http://business.data.gov.uk/id/company/11372123,,,,,,,,,,,,,,,,,,,,,03/06/2020,20/05/2019
THE OLD VICARAGE GIBRALTAR HILL MANAGEMENT LTD,10921231,,,1 OLD VICARAGE,GIBRALTAR HILL,LINCOLN,LINCOLNSHIRE,,LN1 3BW,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,17/08/2017,31,8,31/05/2020,31/08/2018,,14/09/2018,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/10921231,,,,,,,,,,,,,,,,,,,,,30/08/2020,16/08/2019
SKILLMORE LIMITED,01903767,,,50 QUEEN ANNE STREET,LONDON,,,,W1M 9LA,Private Limited Company,Liquidation,United Kingdom,NA,10/04/1985,31,3,31/01/1987,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/01903767,,,,,,,,,,,,,,,,,,,,,24/04/2017,
MITON KITCHENS LIMITED,05959161,,,23 SHAA ROAD,,LONDON,,,W3 7LW,Private Limited Company,Active,United Kingdom,NA,06/10/2006,31,10,31/07/2020,31/10/2018,,03/11/2016,06/10/2015,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/05959161,,,,,,,,,,,,,,,,,,,,,20/10/2020,06/10/2019
LW LIGHTING LTD,12506657,,,1 COBDOWN PARK,DITTON,AYLESFORD,,ENGLAND,ME20 6DD,Private Limited Company,Active,United Kingdom,NA,09/03/2020,31,3,09/12/2021,,NO ACCOUNTS FILED,06/04/2021,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12506657,,,,,,,,,,,,,,,,,,,,,22/03/2021,
CHERISHED AUTOS LTD,08069646,,,UNIT 16 PEEL MILLS INDUSTRIAL ESTATE,CHAMBERHALL STREET,BURY,LANCASHIRE,,BL9 0LU,Private Limited Company,Active,United Kingdom,NA,15/05/2012,31,5,28/02/2021,31/05/2019,TOTAL EXEMPTION FULL,12/06/2017,15/05/2016,0,0,0,0,45112 - Sale of used cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/08069646,,,,,,,,,,,,,,,,,,,,,29/05/2020,15/05/2019
BRAND ARKADE LIMITED,06844908,,,134 HIGH STREET,NEW MALDEN,LONDON,,ENGLAND,KT3 4EP,Private Limited Company,Active,United Kingdom,NA,12/03/2009,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,09/04/2017,12/03/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/06844908,,,,,,,,,,,,,,,,,,,,,26/03/2021,12/03/2020
NTC HEALTH SOLUTIONS LTD,11460554,,,12 OLDFIELD ROAD,,ROTHERHAM,,UNITED KINGDOM,S65 3PA,Private Limited Company,Active,United Kingdom,NA,11/07/2018,31,7,30/04/2021,31/07/2019,,08/08/2019,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/11460554,,,,,,,,,,,,,,,,,,,,,24/07/2020,10/07/2019
SOUTH TYNESIDE LIFESTYLE CHOICES C.I.C.,08476355,,,ST SIMONS COMMUNITY PROJECT,WENLOCK ROAD,SOUTH SHIELDS,TYNE AND WEAR,,NE34 9AL,Community Interest Company,Active,United Kingdom,NA,05/04/2013,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,03/05/2017,05/04/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/08476355,,,,,,,,,,,,,,,,,,,,,19/04/2021,05/04/2020
HERSCHEL INFRARED LTD,08495672,,,SHORE HOUSE,68 WESTBURY HILL,BRISTOL,,ENGLAND,BS9 3AA,Private Limited Company,Active,United Kingdom,NA,19/04/2013,30,4,31/01/2021,30/04/2019,TOTAL EXEMPTION FULL,17/05/2017,19/04/2016,4,4,0,0,46690 - Wholesale of other machinery and equipment,,,,0,0,http://business.data.gov.uk/id/company/08495672,02/12/2014,GREEN ENERGY DISTRIBUTION LTD,14/03/2014,BUSINESS ACCELERATION SYSTEMS LIMITED,,,,,,,,,,,,,,,,,11/05/2021,27/04/2020
VARTRY RD ESTATE LIMITED,11903353,,,52 EAST BANK,,LONDON,,ENGLAND,N16 5PZ,Private Limited Company,Active,United Kingdom,NA,25/03/2019,31,3,25/12/2020,,NO ACCOUNTS FILED,22/04/2020,,1,1,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/11903353,,,,,,,,,,,,,,,,,,,,,07/04/2021,24/03/2020
SEAL FIRE & AIRSEALING SOLUTIONS LTD,11747425,,,UNIT 1 MEADOW WAY,SWINTON,MEXBOROUGH,,ENGLAND,S64 8BE,Private Limited Company,Active,United Kingdom,NA,03/01/2019,31,3,03/10/2020,,NO ACCOUNTS FILED,31/01/2020,,1,1,0,0,43290 - Other construction installation,43999 - Other specialised construction activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/11747425,,,,,,,,,,,,,,,,,,,,,16/01/2021,02/01/2020
GROSVENOR BERKELEY GROUP LTD,08180791,,,87 SOUTHAMPTON STREET,,READING,,ENGLAND,RG1 2QU,Private Limited Company,Active,United Kingdom,NA,15/08/2012,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,12/09/2016,15/08/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/08180791,15/08/2015,WAVE PROPERTY MANAGEMENT LIMITED,,,,,,,,,,,,,,,,,,,29/08/2020,15/08/2019
NATIVERBAL LTD,11504217,,,MERIVALE CHOWNS HILL,FLAT 1,HASTINGS,,ENGLAND,TN35 4PA,Private Limited Company,Active,United Kingdom,NA,07/08/2018,31,8,07/05/2020,,NO ACCOUNTS FILED,04/09/2019,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11504217,,,,,,,,,,,,,,,,,,,,,28/08/2020,14/08/2019
SCHOFIELD'S BAR LTD,11534021,,,LOWER HOUSE 20 OLD STREET,NEWCHURCH,ROSSENDALE,LANCASHIRE,UNITED KINGDOM,BB4 9EA,Private Limited Company,Active,United Kingdom,NA,23/08/2018,31,8,31/05/2021,31/08/2019,DORMANT,20/09/2019,,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/11534021,,,,,,,,,,,,,,,,,,,,,05/09/2020,22/08/2019
SOFTECH BENELUX HOLDINGS LIMITED,09926639,,,LANGHAM HOUSE,308 REGENT STREET,LONDON,,UNITED KINGDOM,W1B 3AT,Private Limited Company,Active,United Kingdom,NA,22/12/2015,31,12,30/09/2020,31/12/2018,DORMANT,19/01/2017,,0,0,0,0,70100 - Activities of head offices,,,,0,0,http://business.data.gov.uk/id/company/09926639,,,,,,,,,,,,,,,,,,,,,04/01/2021,21/12/2019
ABOUT-FACE TRANSFORMATIONS LTD,09973606,,,12 SHARNBROOK AVENUE,HAMPTON VALE,PETERBOROUGH,CAMBRIDGESHIRE,UNITED KINGDOM,PE7 8LR,Private Limited Company,Active,United Kingdom,NA,27/01/2016,31,1,31/10/2020,31/01/2019,DORMANT,24/02/2017,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/09973606,,,,,,,,,,,,,,,,,,,,,04/11/2020,21/10/2019
COINCIDEMEDIA LTD,12444237,,,16 GRANTHAM HOUSE,FRIARY ESTATE,PECKHAM,LONDON,ENGLAND,SE15 1RN,Private Limited Company,Active,United Kingdom,NA,05/02/2020,29,2,05/11/2021,,NO ACCOUNTS FILED,05/03/2021,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id/company/12444237,,,,,,,,,,,,,,,,,,,,,18/02/2021,
NSQE LIMITED,07538366,,,47 LLOYD BAKER STREET,,LONDON,,,WC1X 9AA,Private Limited Company,Active,United Kingdom,NA,22/02/2011,31,3,31/12/2020,31/03/2019,,22/03/2017,22/02/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/07538366,,,,,,,,,,,,,,,,,,,,,08/03/2021,22/02/2020
HATCH ILLUSTRATION & DESIGN LTD,09901637,,,BELFRY HOUSE,BELL LANE,HERTFORD,HERTFORDSHIRE,UNITED KINGDOM,SG14 1BP,Private Limited Company,Active,United Kingdom,NA,03/12/2015,31,12,30/09/2020,31/12/2018,UNAUDITED ABRIDGED,31/12/2016,,0,0,0,0,63120 - Web portals,,,,0,0,http://business.data.gov.uk/id/company/09901637,,,,,,,,,,,,,,,,,,,,,17/12/2020,03/12/2019
PORTHTOWAN TOURIST PARK LIMITED,10562873,,,MILE HILL,PORTHTOWAN,TRURO,CORNWALL,ENGLAND,TR4 8TY,Private Limited Company,Active,United Kingdom,NA,13/01/2017,31,3,31/12/2020,31/03/2019,TOTAL EXEMPTION FULL,10/02/2018,,0,0,0,0,"55300 - Recreational vehicle parks, trailer parks and camping grounds",,,,0,0,http://business.data.gov.uk/id/company/10562873,,,,,,,,,,,,,,,,,,,,,26/01/2021,12/01/2020
HOBBY CERAMICRAFT LIMITED,05155219,,,UNIT 1 & 2,LAMBWOOD HILL GRAZELY,READING,BERKSHIRE,,RG7 1JF,Private Limited Company,Active,United Kingdom,NA,16/06/2004,31,8,31/05/2021,31/08/2019,TOTAL EXEMPTION FULL,06/07/2017,08/06/2016,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id/company/05155219,,,,,,,,,,,,,,,,,,,,,22/06/2020,08/06/2019
HILLHOUSE GENERATION LIMITED,10133619,,,FIRST FLOOR,17 SLINGSBY PLACE,LONDON,,ENGLAND,WC2E 9AB,Private Limited Company,Active,United Kingdom,NA,19/04/2016,31,12,30/09/2020,31/12/2018,SMALL,17/05/2017,,3,1,0,2,35110 - Production of electricity,,,,0,0,http://business.data.gov.uk/id/company/10133619,29/03/2018,STOR 145 LTD,,,,,,,,,,,,,,,,,,,19/04/2021,05/04/2020
CONSULTLYTICS LTD,SC647918,,,40 QUEENSBANK AVENUE,GARTCOSH,GLASGOW,,SCOTLAND,G69 8BP,Private Limited Company,Active,United Kingdom,NA,25/11/2019,30,11,25/08/2021,,NO ACCOUNTS FILED,23/12/2020,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC647918,,,,,,,,,,,,,,,,,,,,,08/12/2020,
CCL CONSTRUCTION LIMITED,12465003,,,C/O COX COSTELLO & HONE,26 MAIN AVENUE,MOOR PARK,,ENGLAND,HA6 2HJ,Private Limited Company,Active,United Kingdom,NA,14/02/2020,29,2,14/11/2021,,NO ACCOUNTS FILED,14/03/2021,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12465003,,,,,,,,,,,,,,,,,,,,,27/02/2021,
CHRISTMAS CREATIONS LTD,07146265,,,CHESTNUT BARN BLACKBIRDS LANE,ALDENHAM,WATFORD,,ENGLAND,WD25 8BS,Private Limited Company,Active,United Kingdom,NA,04/02/2010,31,8,31/05/2020,31/08/2018,TOTAL EXEMPTION FULL,04/03/2017,04/02/2016,0,0,0,0,"74909 - Other professional, scientific and technical activities n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/07146265,,,,,,,,,,,,,,,,,,,,,30/01/2021,16/01/2020
CITY OF LEEDS GYMNASTICS CLUB CIC,07810479,,,GYMNASTIC CENTRE LIMEWOOD BUSINESS PARK,LIMEWOOD WAY,LEEDS,WEST YORKSHIRE,,LS14 1AB,Community Interest Company,Active,United Kingdom,NA,14/10/2011,31,12,30/09/2020,31/12/2018,TOTAL EXEMPTION FULL,11/11/2016,14/10/2015,1,1,0,0,93120 - Activities of sport clubs,,,,0,0,http://business.data.gov.uk/id/company/07810479,,,,,,,,,,,,,,,,,,,,,28/10/2020,14/10/2019
N & D STOKES CONTRACTORS LIMITED,05565129,,,376 LONDON ROAD,HADLEIGH,BENFLEET,ESSEX,,SS7 2DA,Private Limited Company,Active,United Kingdom,NA,15/09/2005,30,9,30/06/2020,30/09/2018,,13/10/2016,15/09/2015,2,2,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05565129,,,,,,,,,,,,,,,,,,,,,29/09/2020,15/09/2019
